Url,Title,Purpose,Property_Price,District,Ad_Age_Date,Use Type
https://wasalt.sa/property/sale/أرض-325-متر-مربع-ثلاثة-شوارع-على-شارع-60م-5806890,أرض 325 متر مربع ثلاثة شوارع على شارع 60م,للبيع,"8,775,000",الملقا,2025-11-20,سكني
https://wasalt.sa/property/sale/فيلا-300-متر-مربع-شمالية-على-شارع-15م-5800794,فيلا 300 متر مربع شمالية على شارع 15م,للبيع,"3,400,000",الياسمين,2025-12-02,سكني
https://wasalt.sa/property/sale/شقة-ب-3-غرف-5800802,شقة ب 3 غرف,للبيع,"1,200,000",الملقا,2025-11-30,سكني
https://wasalt.sa/property/sale/فيلا-3125-متر-مربع-جنوبية-على-شارع-15م-5800893,فيلا 312.5 متر مربع جنوبية على شارع 15م,للبيع,"4,900,000",عرقة,2025-12-01,سكني
https://wasalt.sa/property/sale/شقة-ب-3-غرف-5787913,شقة ب 3 غرف,للبيع,"1,450,000",الملقا,2025-12-01,سكني
https://wasalt.sa/property/sale/شقة-ب-3-غرف-5786700,شقة ب 3 غرف,للبيع,"1,100,000",الياسمين,2025-11-29,سكني
https://wasalt.sa/property/sale/فيلا-30625-متر-مربع-جنوبية-على-شارع-20م-5797777,فيلا 306.25 متر مربع جنوبية على شارع 20م,للبيع,"3,000,000",الملقا,2025-12-01,سكني
https://wasalt.sa/property/sale/شقة-بغرفتين-5809070,شقة بغرفتين,للبيع,"1,200,000",الملقا,2025-11-24,سكني
https://wasalt.sa/property/sale/أرض-65837-متر-مربع-شمالية-غربية-على-شارع-20م-5810306,أرض 658.37 متر مربع شمالية غربية على شارع 20م,للبيع,"8,558,810",النخيل,2025-11-26,سكني
https://wasalt.sa/property/sale/شقة-ب-3-غرف-5807658,شقة ب 3 غرف,للبيع,"1,700,000",حطين,2025-11-21,سكني
https://wasalt.sa/property/sale/شقة-ب-3-غرف-5807567,شقة ب 3 غرف,للبيع,"1,550,000",الملقا,2025-11-20,سكني
https://wasalt.sa/property/sale/شقة-ب-4-غرف-5807587,شقة ب 4 غرف,للبيع,"1,900,000",حطين,2025-11-20,سكني
https://wasalt.sa/property/sale/شقة-ب-4-غرف-5806901,شقة ب 4 غرف,للبيع,"1,200,000",الملقا,2025-11-20,سكني
